Imagen|Tipos de Daño|Piezas del Vehículo|Sugerencia
858.jpg|Desprendimiento-detachment|Luz indicadora delantera izquierda|Reemplazar
858.jpg|Abolladura-dent|Marco de las puertas|Reparar
858.jpg|Arañazo-scratch|Puerta trasera izquierda|Reparar
859.jpg|Rotura-crack|Rueda |Reparar
860.jpg|Rotura-crack|Faros derecho|Reemplazar
860.jpg|Deformación-deformation|Guardabarros delantero derecho |Reemplazar
860.jpg|Deformación-deformation|Capó |Reemplazar
860.jpg|Abolladura-dent|Parachoques delantero|Reparar
860.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
860.jpg|Abolladura-dent|Marco de la ventana|Reparar
860.jpg|Desprendimiento-detachment|Espejo lateral derecho|Reemplazar
861.jpg|Abolladura-dent|Parachoques trasero|Reparar
862.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
862.jpg|Abolladura-dent|Marco de la ventana|Reparar
863.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
864.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
865.jpg|Arañazo-scratch|Guardabarros delantero derecho |Reparar
865.jpg|Rayón-scuff|Parachoques delantero|Reparar
866.jpg|Rotura-crack|Luz trasera derecho|Reemplazar
867.jpg|Arañazo-scratch|Parachoques delantero|Reparar
868.jpg|Rotura-crack|Luz trasera izquierdo|Reemplazar
868.jpg|Abolladura-dent|Guardabarros trasero izquierdo|Reparar
869.jpg|Rotura-crack|Faros izquierdo|Reemplazar
869.jpg|Abolladura-dent|Guardabarros delantero izquierdo |Reparar
869.jpg|Arañazo-scratch|Parachoques delantero|Reparar
870.jpg|Fractura-shatter|Parachoques delantero|Reparar
871.jpg|Abolladura-dent|Capó |Reparar
872.jpg|Deformación-deformation|Guardabarros trasero derecho|Reemplazar
872.jpg|Abolladura-dent|Parabrisas trasero|Reparar
873.jpg|Abolladura-dent|Puerta trasera izquierda|Reparar
874.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
875.jpg|Abolladura-dent|Parachoques trasero|Reparar
876.jpg|Abolladura-dent|Parachoques trasero|Reparar
877.jpg|Arañazo-scratch|Parachoques delantero|Reparar
878.jpg|Abolladura-dent|Guardabarros trasero derecho|Reparar
879.jpg|Arañazo-scratch|Parachoques trasero|Reparar
880.jpg|Abolladura-dent|Guardabarros delantero izquierdo |Reparar
881.jpg|Fractura-shatter|Parachoques delantero|Reparar
882.jpg|Arañazo-scratch|Parachoques delantero|Reparar
882.jpg|Arañazo-scratch|Guardabarros delantero derecho |Reparar
883.jpg|Abolladura-dent|Puerta trasera izquierda|Reparar
883.jpg|Arañazo-scratch|Guardabarros trasero izquierdo|Reparar
883.jpg|Abolladura-dent|Puerta delantera izquierda|Reparar
883.jpg|Abolladura-dent|Marco de las puertas|Reparar
884.jpg|Rotura-crack|Rueda |Reparar
885.jpg|Rayón-scuff|Parachoques trasero|Reparar
886.jpg|Abolladura-dent|Puerta delantera izquierda|Reparar
886.jpg|Abolladura-dent|Puerta trasera izquierda|Reparar
887.jpg|Desprendimiento-detachment|Parachoques delantero|Reemplazar
888.jpg|Rotura-crack|Faros derecho|Reparar
888.jpg|Abolladura-dent|Capó |Reparar
888.jpg|Abolladura-dent|Guardabarros delantero derecho |Reparar
889.jpg|Abolladura-dent|Guardabarros trasero izquierdo|Reparar
889.jpg|Rotura-crack|Luz trasera izquierdo|Reemplazar
889.jpg|Fractura-shatter|Parachoques trasero|Reparar
890.jpg|Desprendimiento-detachment|Guardabarros delantero izquierdo |Reemplazar
890.jpg|Abolladura-dent|Parachoques delantero|Reparar
890.jpg|Arañazo-scratch|Faros izquierdo|Reparar
891.jpg|Arañazo-scratch|Parachoques delantero|Reparar
892.jpg|Rotura-crack|Rueda |Reparar
893.jpg|Rotura-crack|Parachoques trasero|Reparar
894.jpg|Abolladura-dent|Maletero|Reparar
895.jpg|Arañazo-scratch|Guardabarros trasero derecho|Reparar
895.jpg|Arañazo-scratch|Puerta trasera derecha|Reparar
896.jpg|Rayón-scuff|Parachoques delantero|Reparar
897.jpg|Abolladura-dent|Puerta delantera derecha|Reparar
897.jpg|Abolladura-dent|Moldura puerta delantera derecha|Reparar
898.jpg|Rotura-crack|Luz trasera izquierdo|Reemplazar
898.jpg|Rotura-crack|Maletero|Reparar
899.jpg|Arañazo-scratch|Parachoques trasero|Reparar
900.jpg|Rotura-crack|Luz trasera izquierdo|Reemplazar
900.jpg|Abolladura-dent|Maletero|Reparar
900.jpg|Abolladura-dent|Parachoques trasero|Reparar
901.jpg|Rotura-crack|Ventanilla trasera izquierda      |Reemplazar
902.jpg|Rotura-crack|Parachoques trasero|Reparar
902.jpg|Abolladura-dent|Maletero|Reparar
903.jpg|Abolladura-dent|Parachoques delantero|Reparar
904.jpg|Arañazo-scratch|Puerta trasera izquierda|Reparar
904.jpg|Arañazo-scratch|Puerta delantera izquierda|Reparar
905.jpg|Rotura-crack|Parabrisas trasero|Reemplazar
906.jpg|Abolladura-dent|Parachoques delantero|Reparar
906.jpg|Arañazo-scratch|Guardabarros delantero izquierdo |Reparar
907.jpg|Abolladura-dent|Puerta delantera izquierda|Reparar
908.jpg|Abolladura-dent|Parachoques trasero|Reparar
909.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
910.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
911.jpg|Deformación-deformation|Puerta delantera derecha|Reemplazar
911.jpg|Deformación-deformation|Puerta trasera derecha|Reemplazar
911.jpg|Abolladura-dent|Moldura puerta delantera derecha|Reparar
911.jpg|Abolladura-dent|Puerta trasera derecha|Reparar
912.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
913.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
914.jpg|Rotura-crack|Rueda |Reparar
915.jpg|Fractura-shatter|Parachoques delantero|Reparar
916.jpg|Fractura-shatter|Parachoques delantero|Reparar
916.jpg|Fractura-shatter|Faros derecho|Reemplazar
917.jpg|Fractura-shatter|Luz trasera izquierdo|Reemplazar
917.jpg|Arañazo-scratch|Maletero|Reparar
918.jpg|Fractura-shatter|Parachoques delantero|Reparar
918.jpg|Fractura-shatter|Faros izquierdo|Reemplazar
918.jpg|Desprendimiento-detachment|Rejilla, parrilla|Reemplazar
918.jpg|Deformación-deformation|Capó |Reparar
918.jpg|Fractura-shatter|Parabrisas delantero|Reemplazar
919.jpg|Rayón-scuff|Parachoques delantero|Reparar
920.jpg|Rayón-scuff|Parachoques delantero|Reparar
921.jpg|Rayón-scuff|Parachoques delantero|Reparar
922.jpg|Rayón-scuff|Parachoques delantero|Reparar
923.jpg|Abolladura-dent|Parachoques delantero|Reparar
923.jpg|Abolladura-dent|Guardabarros delantero izquierdo |Reparar
924.jpg|Rotura-crack|Rueda |Reparar
924.jpg|Abolladura-dent|Guardabarros delantero izquierdo |Reparar
924.jpg|Abolladura-dent|Puerta delantera izquierda|Reparar
925.jpg|Rotura-crack|Faros izquierdo|Reemplazar
925.jpg|Abolladura-dent|Parachoques delantero|Reparar
925.jpg|Abolladura-dent|Guardabarros delantero izquierdo |Reparar
926.jpg|Abolladura-dent|Guardabarros delantero izquierdo |Reparar
926.jpg|Abolladura-dent|Parachoques delantero|Reparar
926.jpg|Rotura-crack|Faros izquierdo|Reemplazar
926.jpg|Abolladura-dent|Capó |Reparar
927.jpg|Arañazo-scratch|Puerta trasera izquierda|Reparar
928.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
929.jpg|Abolladura-dent|Puerta trasera izquierda|Reparar
930.jpg|Arañazo-scratch|Parachoques delantero|Reparar
931.jpg|Arañazo-scratch|Parachoques trasero|Reparar
932.jpg|Desprendimiento-detachment|Guardabarros delantero derecho |Reparar
932.jpg|Abolladura-dent|Capó |Reparar
933.jpg|Arañazo-scratch|Parachoques delantero|Reparar
933.jpg|Arañazo-scratch|Guardabarros delantero izquierdo |Reparar
934.jpg|Fractura-shatter|Rueda |Reemplazar
935.jpg|Rayón-scuff|Parachoques delantero|Reparar
936.jpg|Abolladura-dent|Parachoques delantero|Reparar
937.jpg|Fractura-shatter|Parachoques trasero|Reparar
938.jpg|Rotura-crack|Parachoques delantero|Reparar
938.jpg|Abolladura-dent|Guardabarros delantero izquierdo |Reparar
938.jpg|Rotura-crack|Faros izquierdo|Reemplazar
939.jpg|Abolladura-dent|Puerta trasera izquierda|Reparar
939.jpg|Abolladura-dent|Guardabarros trasero izquierdo|Reparar
940.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
941.jpg|Fractura-shatter|Parachoques delantero|Reparar
942.jpg|Arañazo-scratch|Guardabarros trasero izquierdo|Reparar
943.jpg|Rotura-crack|Faros derecho|Reemplazar
943.jpg|Desprendimiento-detachment|Parachoques delantero|Reemplazar
943.jpg|Abolladura-dent|Guardabarros delantero derecho |Reparar
944.jpg|Rotura-crack|Rueda |Reparar
944.jpg|Abolladura-dent|Puerta delantera derecha|Reparar
944.jpg|Abolladura-dent|Guardabarros delantero derecho |Reparar
945.jpg|Abolladura-dent|Guardabarros trasero izquierdo|Reparar
945.jpg|Rotura-crack|Luz trasera izquierdo|Reemplazar
945.jpg|Arañazo-scratch|Parachoques trasero|Reparar
946.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
947.jpg|Rotura-crack|Rueda |Reparar
948.jpg|Rotura-crack|Faros izquierdo|Reemplazar
948.jpg|Fractura-shatter|Parachoques delantero|Reparar
948.jpg|Abolladura-dent|Capó |Reparar
948.jpg|Abolladura-dent|Rejilla, parrilla|Reparar
948.jpg|Rotura-crack|Antiniebla delantero derecho|Reemplazar
949.jpg|Fractura-shatter|Guardabarros delantero izquierdo |Reparar
950.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
951.jpg|Rotura-crack|Faros derecho|Reemplazar
951.jpg|Desprendimiento-detachment|Parachoques delantero|Reparar
951.jpg|Deformación-deformation|Guardabarros delantero derecho |Reparar
951.jpg|Abolladura-dent|Capó |Reparar
951.jpg|Abolladura-dent|Puerta delantera derecha|Reparar
952.jpg|Arañazo-scratch|Parachoques delantero|Reparar
953.jpg|Rotura-crack|Parachoques delantero|Reparar
954.jpg|Rotura-crack|Parachoques delantero|Reemplazar
954.jpg|Abolladura-dent|Capó |Reparar
955.jpg|Rotura-crack|Luz trasera izquierdo|Reemplazar
956.jpg|Rotura-crack|Luz trasera izquierdo|Reemplazar
957.jpg|Rotura-crack|Faros izquierdo|Reemplazar
957.jpg|Fractura-shatter|Parachoques delantero|Reparar
957.jpg|Abolladura-dent|Guardabarros delantero derecho |Reparar
957.jpg|Abolladura-dent|Capó |Reparar
957.jpg|Rotura-crack|Antiniebla delantero derecho|Reemplazar
958.jpg|Rotura-crack|Parachoques delantero|Reemplazar
958.jpg|Desprendimiento-detachment|Limpiaparabrisas |Reemplazar
959.jpg|Rotura-crack|Faros derecho|Reemplazar
960.jpg|Abolladura-dent|Puerta delantera izquierda|Reparar
961.jpg|Abolladura-dent|Marco de las puertas|Reparar
962.jpg|Abolladura-dent|Marco de las puertas|Reparar
963.jpg|Abolladura-dent|Puerta trasera derecha|Reparar
963.jpg|Abolladura-dent|Moldura puerta delantera derecha|Reparar
963.jpg|Abolladura-dent|Marco de las puertas|Reparar
964.jpg|Deformación-deformation|Guardabarros trasero derecho|Reparar
964.jpg|Fractura-shatter|Parachoques trasero|Reparar
964.jpg|Rotura-crack|Luz trasera izquierdo|Reemplazar
965.jpg|Arañazo-scratch|Parachoques delantero|Reparar
966.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
967.jpg|Abolladura-dent|Guardabarros delantero izquierdo |Reparar
968.jpg|Abolladura-dent|Guardabarros trasero izquierdo|Reparar
969.jpg|Arañazo-scratch|Parachoques delantero|Reparar
970.jpg|Abolladura-dent|Guardabarros delantero derecho |Reparar
970.jpg|Desprendimiento-detachment|Luz indicadora delantera derecha|Reemplazar
970.jpg|Arañazo-scratch|Puerta delantera derecha|Reparar
971.jpg|Abolladura-dent|Guardabarros trasero derecho|Reparar
971.jpg|Fractura-shatter|Puerta trasera derecha|Reparar
971.jpg|Rotura-crack|Manija derecha|Reparar
972.jpg|Arañazo-scratch|Guardabarros trasero derecho|Reparar
973.jpg|Fractura-shatter|Parachoques trasero|Reparar
974.jpg|Rotura-crack|Luz trasera derecho|Reemplazar
975.jpg|Rayón-scuff|Parachoques delantero|Reparar
976.jpg|Abolladura-dent|Guardabarros delantero derecho |Reparar
976.jpg|Abolladura-dent|Puerta delantera derecha|Reparar
976.jpg|Abolladura-dent|Marco de las puertas|Reparar
977.jpg|Rotura-crack|Luz trasera derecho|Reemplazar
977.jpg|Abolladura-dent|Guardabarros trasero derecho|Reparar
978.jpg|Arañazo-scratch|Guardabarros trasero derecho|Reparar
978.jpg|Arañazo-scratch|Puerta trasera derecha|Reparar
979.jpg|Arañazo-scratch|Guardabarros trasero izquierdo|Reparar
980.jpg|Abolladura-dent|Guardabarros trasero izquierdo|Reparar
980.jpg|Rotura-crack|Parabrisas trasero|Reparar
981.jpg|Deformación-deformation|Parachoques delantero|Reemplazar
981.jpg|Rotura-crack|Faros derecho|Reemplazar
981.jpg|Deformación-deformation|Capó |Reemplazar
981.jpg|Deformación-deformation|Guardabarros delantero derecho |Reemplazar
981.jpg|Abolladura-dent|Rejilla, parrilla|Reemplazar
982.jpg|Arañazo-scratch|Parachoques delantero|Reparar
983.jpg|Rotura-crack|Luz trasera izquierdo|Reemplazar
984.jpg|Rotura-crack|Rueda |Reparar
985.jpg|Arañazo-scratch|Parachoques delantero|Reparar
986.jpg|Abolladura-dent|Parachoques trasero|Reparar
987.jpg|Rotura-crack|Parabrisas trasero|Reemplazar
988.jpg|Rotura-crack|Parachoques delantero|Reemplazar
989.jpg|Abolladura-dent|Parachoques delantero|Reemplazar
990.jpg|Rotura-crack|Ventanilla delantera izquierda|Reemplazar
991.jpg|Rayón-scuff|Parachoques trasero|Reemplazar
992.jpg|Abolladura-dent|Puerta trasera izquierda|Reparar
993.jpg|Arañazo-scratch|Parachoques delantero|Reparar
994.jpg|Rotura-crack|Parachoques delantero|Reparar
995.jpg|Rotura-crack|Faros derecho|Reemplazar
996.jpg|Rotura-crack|Parabrisas delantero|Reemplazar
996.jpg|Desprendimiento-detachment|Limpiaparabrisas |Reemplazar
997.jpg|Abolladura-dent|Guardabarros trasero derecho|Reparar
998.jpg|Abolladura-dent|Puerta delantera derecha|Reparar
999.jpg|Arañazo-scratch|Parachoques delantero|Reparar
1000.jpg|Arañazo-scratch|Parachoques delantero|Reparar
